" |text около многоквартирный жилой дом ул студенческий усад высокогорский район житель незаконно содержимый пчела просьба вывезти пчела реагировать инцидент укус пчела аллергический реакция ранее владелец пчела привлекаться ответственность"
" |text здравствовать помочь решить проблема сосед пчеловод участок близь жилой дом содержимый уля территория оградить протяжение год весь время жалить пчела больший количество приезжать взрослый ребенок который аллергия"
" |text конец улица мичурин березовый очень коза весь ворот дом изцарапать принять мера пожалуйста пусть пастись территория свой хозяин год год"
" |text адрес метр шильный ул карл маркс далее разводить свиной продажа сильно нарушать допустимый поголовье гора фекалия вываливаться имя улица ежедневно запах невыносимый"
" |text выпускать дом год менделеевск ул подклубный далее"
" |text антисанитария птица гулять хозяйка"
" |text выгул коза присмотр ул метр джалиль возле магазин чишмэ животное мочь повредить имущество гражданин забор растение далее данный случай единственный просить принять мера"
" |text огромный пасека адрес рт азнакаево гагарин далее позволять житель спокойно ходить единственный магазин продукт клуб мечеть медпункт поскольку весь это находиться центр деревня ряд пасека территория который никто жить дом использоваться дача"
" |text нарушение правило благоустройство утв решение совет черемшанский сп апастовский мр рт осуществляться выгул домашний птица большой количество купание водоем кот восстановить счет средство односельчанин"
" |text гулять животное хозяин весь улица помета куриный"
" |text улица присмотр целое днями разгуливать коза овца лошадь ломать ограждение проникать огород царапать машина далее неоднократно обращаться глава местный поселение сюрмина валерий петр никакой мера принять"
" |text sos помочь год наш сосед выращивать баранов сотка соседство продажа мусульманский праздник гол приносить жертва невозможно слышать ужасный крик животное антисанитария невозможный запах кровь навоз муха мышь помочь"
" |text аксубаевский православный кладбище коза поедать высадить непомерный труд родные близкие цвета жестоко беспощадно истаптывать облагородить холмик могилка администрация никак реагировать многочисленный жалоба житель безнадзороно гулять скот аксубаево"
" |text периодически наблюдать двор дом ул вахитов выгул скотина корова овца указанный домашний животное пугать играть ребенок двор загрязнять территория двор повреждать зеленый насаждение просить принять мера"
" |text весь наш цвета насаждение съедать коза жаловаться участковый мера принять хотеться улица украшать красивый цвета помочь принять мера пожалуйста"
" |text улица ходить свинья дом посадить цвета посадить газонный трава весь перерыть принять пожалуйста мера"
" |text коза частное сектор заходить двор жилой дом жрать газон дерево требовать принять соответствующий мера согласно закон содержание животное"
" |text народный контроль год ик алькеевский район борискинский плата провести работа благоустройство территория озеро скот территория карда отсутствовать год чистый ложь обман хотеть ввести заблуждение фото год"
