" |text трасса нижнекамск чистополь лесополоса пгт камский поляна проезжий частью опасный нависать накрениться дерево снегопад мочь выдержать рухнуть проходить автотранспорт"
" |text двор дом ленинградский отсутствовать парковочный место житель дом постоянно мучиться проездом двор неоднократно происходить дтп сторона ленинградский запретить оставлять машина согласно установленный знак предложение расширение место авто фото"
" |text добрый день осуществляться вывоз мусор территория жилой дом адрес ул серов далее кома обратиться ук орживой"
" |text просить устранить недостаток закрасить"
" |text пол возле мария соорудить площадка похожий каток забыть почистить наверное подумать снег конек ездить уважаемый орган муниципальный власть это делать галочка обсчитаться проделать работа"
" |text просьба очистить закрасить граффити стен адрес вишневский"
" |text отсутствовать железный решетка вход подъезд дом улица студенческий"
" |text двор дом весь снежный сезон чистить дорога тротуар видно вообще колея ужасный принять мера загнать трактор конец конец"
" |text куча неубранный мусор двор школа адрес мусин"
" |text столб стоить проводы закрепить ряд играть ребенок"
" |text далеко здание челныгорстрой сваливать снег ряд далее бетонный забор ряд автозаправка"
" |text причина назвать предыдущий заявка отсутствовать никакой небытовой мусор явно наблюдаться просить принять мера устранение антисанитария дальнейший просто вывезти мусор сделать фото пустой контейнер фото сделать вечером январь картина регулярный"
" |text дом наш находиться каток который сделать закрытый мало ранний брать деньга посещение данный каток полностью перестать пускать обосновывать лед портиться"
" |text ул надеждинский дом отсутствовать уличный освещение год весь плата мирный ставить новое деревянный столб делать освещение наш улица обходить фонарь стоять лампа вкрутить обесточить дать уличный свет"
" |text открытый колодец представлять высокий опасность просить срочно принять мера"
" |text ежедневно вход подъезд копиться мусор мусоропровод справляться количество мусор регулярно забиваться нужный контейнер мусор sos"
" |text каждый год год год чиститься тротуар промежуток проезжий часть снег это промежуток дорога снегоуборочный техника просто поднимать щетка ковш проезжать далекий просьба очищать тротуар проезжий часть сразу ждать обращение гос услуга"
" |text напротив подъезд дом улица зилантовский жк салават купер открытый люк ряд гулять ребенок"
" |text высокий дерево вблизи жилой дом ул зеленый далее район подъезд расстояние ствол дерево стена дом менее метр высота дерево выше труба дымоход вентиляционный канал верхний ветвь находиться метр дымоход недопустимый"
" |text ремонт внутридомовый коммуникация гора строительный мусор остаться подъезд"
" |text износ звено цепь"
" |text сильный снегопад убрать двор снег"
" |text улица луговой поспеловый ночное освещение установить фонарь гореть"
" |text метровый участок переулок толстой стоять опора уличный фонарь необходимый произвести монтаж фонарь уличный освещение"
" |text время прошлое снегопад день назад двор гариф ахунов далее трактор сгрести снег огромный гора занимать парковочный место это весь почему осуществляться вывоз снег зима еще минимум месяц образ постепенно весь двор завалить"
" |text добрый день подъезд пандус находиться ужасный состояние особенно зимний период выходить подъезд подскользнуться упасть самый получить травма неообходить постелить пандус противоскользящий покрытие"
" |text ул односторонка гривка далее лежать строительный мусор"
" |text дом подъезд фонарь"
" |text территория школа построить замечательный спортивный сооружение оказываться корт предназначить использование зимой необходимый восстановить предназначение сооружение"
" |text лед крыша скоро полезть окно го этаж двор играть ребенок гулять пенсионер прохожий срочно принять мера пока случиться чп"
