" |text сегодня утром обнаружить трещина стена кухня данный трещина сквозить просить принять мера дом ввести эксплуатация год"
" |text дом сдать октябрь год первое месяц мучиться дверь постоянно сломать ручка закрываться зимой дуть холодный подъезд снег кошка весь подъезд поменять дверь пока дом гарантия починить весь равно надолго хватать"
" |text дефект стена необхадить заштукатурить закрасить цвета стена дом старший ти год адрес улица нурихан фаттаха далее подъезд этаж"
" |text окно плеснь потолочь сыпаться пришол мастер жкх посмотреть сказать гарантия нету якобы правильно использовать вентиляция почему гарантия понять"
" |text пожарный извещатель запенить строительный пена адрес ул тансык далее ый подъезд ый этаж дом недавно принять баланс"
" |text дефект стена фасадный сторона здание дом старший ти год адрес улица нурихан фаттаха далее"
" |text дефект плитка вента фасад входной группа необхадить отремонтировать дом старший ти год адрес улица нурихан фаттаха далее"
" |text работать вентиляционный система воздух поступать улица улица дать бог выйти угарный газ весь дом задохнуться весь квартира покрыться плесень весь дом подавать жалоба застройщик ничто сделать дом сдать"
" |text объект ввести остекление лоджия отсутствовать дренажный отверстие подкладка стекло полость профиль скапливаться вод нарушить гост остекление закалить стекло нарушение проектный декларация толщина стекло мм нарушение гост р"
" |text дефект напольный плитка возле подъездный дверь необхадить отремонтировать дом старший ти год адрес улица нурихан фаттаха далее подъезд"
" |text отсутствовать плитка вентфасад адрес нурихан фаттаха дом еще год"
" |text дом ул плата камай сдать год строительство установить квартира некачественный кран сити строить решить заменить свой счет рабочий ссылаться ремонт квартира собственник доступ кран отказываться менять кран бесплатно"
" |text просить принять мера недопущение разрушение фасад наш дом ремонт потолок подъезд дом новый построить год находиться гарантия написать заявление строительный компания домкор мера сей пора принять обратить пожалуйста внимание"
" |text проспект победа подъезд дом ввести эксплуатация сентябрь год видно некачественный исполнение работа плитка постоянно откалываться отходить рушиться корпус еще год большой лист колыхаться ветер осколок мочь упасть"
" |text год получить квартира ул нариманов б этаж весь улица идти дождь дом сыро почему мочь сделать нормальный крыша обращаться неоднократно жилищник мера принимать"
" |text дом сдать маленький год комната проваливаться половина"
" |text ипотечный дом расположить адрес лаишево ул дзержинский далее подъезд многий квартира отойти стена штукатурка некоторый место обвалилиситься полностью дом здать год находиться гарантия"
" |text дом сдать эксплуатация год находиться гарантия время дождь протекать балкон обращаться застройщик оо берег профит совершенный действие отверстие рам дать результат обращение житель реагировать обещать прийти приходить"
" |text дом ввести эксплуатация март год подъезд хотеть попросить произвести косметический гарантийный ремонт подъезд устранить недостаток"
" |text момент сдача дом эксплуотация декабрь год подъезд почтовый ящик управлять компания отделение почта россия перекладывать ответственность застройщик личный письмо извещение платежка кидать подъезд откуда пропадать"
" |text работать колодец который предназначить слив дождев вода"
" |text отвалиться вентиляционный решетка необходимый отремонтировать дом старший ти год адрес ул нурихан фаттаха далее слева вход магазин магнит"
" |text отсутствовать вентиляционный решетка необходимый привести нормативный состояние дом старший ти год адрес ул нурихан фаттаха далее справа вход магазин магнит"
" |text дом гарантия ввести эксплуатация год дверь открыть этаж подъезд требовать сделать"
" |text спиливать дерево разрешение спить дерево отказаться предъявить просьба установить законность действие"
" |text дефект вента фасад входной группа дом сдать ом год адрес ул айрат арсланов далее необходимый отремонтировать"
" |text выявить отсутствие утеплитель стена дом дом новый гарантия застройщик май месяц обещать устранить дефект выполнять обещание мерзнуть зима стена плесень"
" |text огромный просьба восстановить плафон освещение подъезд ул год победа далее дом сдать ноябрь год"
" |text декабрь год обращаться застройщик жалоба холодный торцевой стен продув угол холодное полый продув клапан кива появиться плесень угол акт составить январь мера утепление шов приниматься акт прием передача год"
" |text дом гарантия сдаться год стена торчать крючок который мочь поранить человек требовать убрать опасный конструкция"
